benchmark, result, time
C-mp+o-srcu-o+rl-o-o+rul.litmus, PASS, 9
C-wrc+o-o+o-o.litmus, FAIL, 9
C-wrc+o+o-srcu-o+rl-o-o-rul.litmus, PASS, 10
C-dist-r+o+rl-o-o-rul+o-srcu-o.litmus, PASS, 10
C-mp+rl-o-o-rul+o-srcu-o.litmus, PASS, 9
C-iriw+o-o+o-o.litmus, FAIL, 10
C-LB-LWR+R-Dd+OB-O+OB-OB.litmus, PASS, 12
C-RW-G+RW-G+RW-G+RW-Rr+RW-Ra+RW-R.litmus, PASS, 18
C-LB-Lrw+R-Od+R-Ov+R-D.litmus, FAIL, 11
C-LB-LRW+R-Dd+OB-OB.litmus, PASS, 11
C-WW-G+WW-B+WW-R.litmus, PASS, 11
C-RR-GR+RR-R+RR-R.litmus, PASS, 12
C-LB-LWW+R-Dd+R-A+R-Dd+R-A.litmus, PASS, 13
C-LB-Lrw+R-D+R-D.litmus, FAIL, 10
C-RW-G+RW-B+RW-G+RW-B+RW-G+RW-G+RW-G+RW-B.litmus, PASS, 44
C-LB-GRR+R-Dd+R-Dd+R-Dd+R-Dd.litmus, PASS, 16
C-LB-GRR+R-Oc+R-Oc+OB-OB.litmus, PASS, 14
C-LB-LWW+R-A+R-Oc+OB-O+OB-OB.litmus, PASS, 13
C-RW-r+RW-C+RW-B+RW-B+RW-B.litmus, PASS, 13
C-LB-LRR+R-Dd+R-A+R-Dd+R-A.litmus, PASS, 13
C-RW-G+RW-RB+RW-G+RW-G+RW-G+RW-R+RW-R.litmus, PASS, 23
C-RW-GR2+RW-R.litmus, PASS, 9
C-WW-G+WW-R+WW-G+WW-G+WW-R+WW-R+WW-R+WW-R.litmus, FAIL, 19
C-LB-LWW+R-A+OB-O+OB-O+R-Oc.litmus, PASS, 13
C-RW-G+RW-Rs+RW-RD+RW-G+RW-R+RW-G+RW-G+RW-R.litmus, PASS, 24
C-RR-G+RR-R+RR-G+RR-G+RR-G+RR-R.litmus, PASS, 18
C-RW-R3I+RW-R3I+RW-R3I.litmus, FAIL, 10
C-RR-G+RR-G+RR-R+RR-R+RR-G+RR-G+RR-R+RR-R.litmus, PASS, 22
C-RW-Rs+RW-RD+RW-R+RW-R.litmus, FAIL, 12
C-RW-Rs+RW-RCD+RW-R+RW-R+RW-R+RW-R.litmus, FAIL, 14
C-LB-GRR+R-Dd+R-A+R-Oc+R-Oc.litmus, FAIL, 14
C-RW-R+RW-R+RW-G+RW-G+RW-G+RW-G+RW-R+RW-R+RW-R.litmus, FAIL, 19
C-RW-G+RW-Rs+RW-RCD+RW-R+RW-G+RW-R.litmus, PASS, 17
C-LB-GRW+R-A+R-A+R-A+R-A.litmus, PASS, 14
C-RW-G+RW-Rr+RW-RC+RW-G+RW-G+RW-R.litmus, PASS, 19
C-RR-G+RR-G+RR-G+RR-R+RR-G+RR-G+RR-R+RR-R.litmus, PASS, 32
C-LB-LWW+R-Dd+OB-O+R-A+R-Oc.litmus, PASS, 13
C-LB-LRW+R-Dd+R-Oc+R-Oc+RQ-A.litmus, PASS, 14
