benchmark, result, time
LB+dmb.ldap+datapl.litmus, PASS, 8
R+dmb.sy+dmb.stpa.litmus, FAIL, 8
MP+dmb.sylp+addr.litmus, PASS, 9
R+dmb.stll+dmb.stla.litmus, PASS, 9
LB+dmb.ldal+dmb.stal.litmus, PASS, 9
SB+dmb.ld+dmb.ldla.litmus, FAIL, 8
S+dmb.sypl+data.litmus, PASS, 8
W+RWC+po+dmb.sy+po.litmus, FAIL, 9
LB+dmb.sy+po.litmus, FAIL, 7
R+dmb.ldll+pola.litmus, PASS, 9
MP+polp+po.litmus, FAIL, 8
2+2W+dmb.sy+po.litmus, FAIL, 8
R+dmb.syll+dmb.stpa.litmus, FAIL, 8
S+dmb.st+dmb.stal.litmus, PASS, 8
MP+dmb.sylp+dmb.syaa.litmus, PASS, 8
SB+dmb.ldpa+po.litmus, FAIL, 8
SB+dmb.sylps.litmus, PASS, 8
2+2W+dmb.ld+dmb.sypl.litmus, FAIL, 8
2+2W+dmb.sy+dmb.sypl.litmus, PASS, 8
S+polp+dmb.ldal.litmus, FAIL, 8
LB+datapl+po.litmus, FAIL, 8
WWC+dmb.sys.litmus, PASS, 9
R+dmb.stlp+polp.litmus, FAIL, 8
S+dmb.ldll+dmb.stpl.litmus, PASS, 9
S+poll+dataap.litmus, PASS, 9
Z6.0+po+dmb.sy+po.litmus, FAIL, 9
R+poll+dmb.ldla.litmus, PASS, 9
SB+dmb.stlp+dmb.syla.litmus, FAIL, 8
S+dmb.stll+poap.litmus, PASS, 8
SB+dmb.ldla+dmb.sylp.litmus, PASS, 8
LB+dmb.ld+dmb.syap.litmus, PASS, 8
S+dmb.ldll+dataap.litmus, PASS, 9
R+dmb.ldll+dmb.stpa.litmus, FAIL, 8
R+dmb.lds.litmus, FAIL, 8
ISA2+po+data+addr.litmus, FAIL, 9
MP+dmb.ldlp+dmb.syaa.litmus, FAIL, 8
Z6.1+po+po+dmb.sy.litmus, FAIL, 8
MP+po+dmb.sypa.litmus, FAIL, 8
MP+dmb.syll+popa.litmus, FAIL, 8
R+dmb.st+po.litmus, FAIL, 8
MP+dmb.ldll+addr.litmus, PASS, 8
2+2W+dmb.stpl+poll.litmus, PASS, 9
S+poll+po.litmus, FAIL, 12
LB+dmb.sy+dmb.syap.litmus, PASS, 9
MP+dmb.ld+poap.litmus, FAIL, 9
S+dmb.syll+dataap.litmus, PASS, 9
MP+po+dmb.ldap.litmus, FAIL, 8
S+dmb.stlp+dmb.stap.litmus, PASS, 8
R+dmb.stpl+dmb.stpa.litmus, FAIL, 8
S+dmb.syll+dmb.stpl.litmus, PASS, 9
SB+dmb.stpa+dmb.sylp.litmus, FAIL, 8
2+2W+dmb.st+polp.litmus, FAIL, 8
R+dmb.ldll+popa.litmus, FAIL, 9
MP+dmb.ldpl+dmb.ldaa.litmus, PASS, 8
SB+popas.litmus, FAIL, 8
R+dmb.syll+dmb.stla.litmus, PASS, 8
WRC+dmb.sy+po.litmus, FAIL, 8
MP+dmb.ld+addr.litmus, FAIL, 6
ISA2+dmb.sy+data+dmb.sy.litmus, PASS, 9
WRW+2W.litmus, FAIL, 8
MP+po+addrap.litmus, FAIL, 9
MP+dmb.ldll+poap.litmus, PASS, 8
S+polp+dataap.litmus, FAIL, 8
2+2W+dmb.ld+dmb.syll.litmus, FAIL, 9
SB+dmb.stlas.litmus, PASS, 8
2+2W+dmb.sy+dmb.syll.litmus, PASS, 8
MP+polp+popa.litmus, FAIL, 8
MP+dmb.stlp+poaa.litmus, PASS, 8
Z6.3+dmb.sys.litmus, PASS, 9
S+po+dmb.stpl.litmus, FAIL, 8
LB+dmb.ld+dataap.litmus, PASS, 8
MP+dmb.stll+dmb.ldaa.litmus, PASS, 8
LB+dmb.stpl+dmb.syap.litmus, PASS, 8
R+dmb.ldpl+po.litmus, FAIL, 8
2+2W+dmb.sypl+po.litmus, FAIL, 9
S+po+datapl.litmus, FAIL, 8
MP.litmus, FAIL, 8
SB+dmb.st+polp.litmus, FAIL, 8
2+2W+popl+poll.litmus, PASS, 8
LB+dataal+po.litmus, FAIL, 8
R+poll+dmb.ldpa.litmus, FAIL, 8
MP+poll+dmb.sypa.litmus, PASS, 8
MP+dmb.sypl+dmb.ldaa.litmus, PASS, 8
SB+dmb.stlp+dmb.sypa.litmus, FAIL, 8
S+dmb.ldlp+poal.litmus, FAIL, 8
R+dmb.ldll+dmb.stla.litmus, PASS, 8
LB+dmb.ldpl+poal.litmus, PASS, 8
S+dmb.sylp+dataap.litmus, PASS, 9
MP+poll+dmb.ldap.litmus, PASS, 8
S+dmb.ld+dmb.stpl.litmus, FAIL, 8
R+po+polp.litmus, FAIL, 8
MP+dmb.stpl+addrap.litmus, PASS, 8
S+dmb.sy+dmb.stpl.litmus, PASS, 8
MP+po+poaa.litmus, FAIL, 8
Z6.0+dmb.sy+po+po.litmus, FAIL, 9
S+dmb.ldlp+dataap.litmus, FAIL, 9
LB+dmb.ld+dmb.ldpl.litmus, PASS, 8
2+2W+dmb.stpl+popl.litmus, PASS, 8
MP+dmb.stpl+po.litmus, FAIL, 8
LB+dmb.sy+datapl.litmus, PASS, 9
R+dmb.stpl+dmb.stla.litmus, PASS, 9
LB+dmb.st+popl.litmus, FAIL, 8
S+popl+dmb.syal.litmus, PASS, 9
LB+dmb.stal+data.litmus, PASS, 8
S+dmb.syll+dmb.stap.litmus, PASS, 8
S+dmb.stlp+dmb.stpl.litmus, PASS, 9
Z6.0+po+data+dmb.sy.litmus, FAIL, 9
MP+poll+dmb.syap.litmus, PASS, 8
S+poll+data.litmus, PASS, 9
