benchmark, result, time
C-RW-R+RW-R+RW-G+RW-G+RW-G+RW-G+RW-R+RW-R+RW-G+RW-R+RW-G+RW-G.litmus, PASS, 486
C-WW-G+WW-R+WW-G+WW-G+WW-R+WW-R.litmus, PASS, 36
C-RW-R2I.litmus, FAIL, 18
C-RW-G+RW-r+RW-a+RW-B+RW-G+RW-G+RW-G+RW-B.litmus, PASS, 115
C-RW-G+RW-G+RW-R+RW-G+RW-G+RW-G+RW-Rrd+RW-D.litmus, PASS, 144
C-LB-GWW+R-A+R-A+R-Oc+R-Oc.litmus, FAIL, 26
C-RW-G+RW-Rr+RW-RC+RW-R+RW-R+RW-R+RW-G+RW-R.litmus, FAIL, 27
C-RW-B+RW-B+RW-B+RW-B+RW-B.litmus, PASS, 47
C-LB-Lww+R-Od+R-Od+R-Od.litmus, PASS, 29
C-LB-GRR+R-Oc+OB-O+OB-O+OB-OB.litmus, PASS, 39
C-RW-G+RW-r+RW-C+RW-B+RW-B+RW-B+RW-B.litmus, PASS, 64
C-RW-G+RW-r+RW-a+RW-B.litmus, PASS, 29
C-LB-GRR+R-A+R-A+R-Oc+R-Oc.litmus, FAIL, 25
C-LB-LRR+R-Dd+R-Dd+R-Od.litmus, PASS, 30
C-LB-Lwr+R-D+R-D+R-D.litmus, FAIL, 22
C-LB-GWR+R-Dd+R-Dd+OB-OB.litmus, PASS, 30
