benchmark, result, time
W+RR+WW+RR.litmus, FAIL, 10
m33.litmus, FAIL, 9
WW+WW+WW+WR.litmus, FAIL, 10
WW+RR+WR+WR.litmus, FAIL, 10
MP+po+po-mfence-po.litmus, PASS, 10
m25.litmus, FAIL, 9
intel.n8.litmus, FAIL, 10
WW+RR+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 9
R+po+mfence-pos-pos.litmus, PASS, 10
R+mfence-po+po-rfi.litmus, PASS, 11
W+RW+RR+WR.litmus, FAIL, 9
R+po+po-fri-rfi.litmus, PASS, 10
WW+RW+RR+WR+po+po+po+mfence.litmus, FAIL, 11
MP+po+fri-mfence-po.litmus, PASS, 11
WRR+2W.litmus, FAIL, 10
4.SB+mfence+rfi-po+po+po.litmus, FAIL, 10
LB.litmus, FAIL, 9
n8.litmus, FAIL, 10
MP+po+po-mfence-pos.litmus, PASS, 10
3.LB.litmus, FAIL, 9
R+po-rfi-po+mfence.litmus, PASS, 9
mfence.litmus, PASS, 13
MP+po+fri-po-po.litmus, PASS, 13
Z6.4+po+po+mfence.litmus, FAIL, 9
iriw-internal.litmus, FAIL, 9
m12.litmus, FAIL, 9
WW+WW+RW+RR.litmus, FAIL, 11
WW+WR+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 10
WW+WW+WW+WR+po+po+po+mfence.litmus, FAIL, 11
S+po+rmw-po.litmus, FAIL, 11
LB+po-rmws.litmus, FAIL, 10
m44.litmus, FAIL, 10
X004.litmus, FAIL, 9
n5.litmus, FAIL, 9
RWC+po+rfi-po.litmus, FAIL, 9
S+mfence-rmw+po-rmw.litmus, FAIL, 10
MP+po+fri-po-rfi.litmus, PASS, 10
WW+RW+WW+WR.litmus, FAIL, 9
WW+WR+WR+WR.litmus, FAIL, 9
RR+WR+rmw-po+rfi-po.litmus, FAIL, 9
m45i.litmus, FAIL, 10
4.SB+mfence+po+po+rfi-po.litmus, FAIL, 8
WW+RR+WR+WR+po+po+mfence+mfence.litmus, FAIL, 10
MP+mfence-rmw+rmw-po.litmus, FAIL, 11
W+RW+WR+WR+po+po+mfence.litmus, FAIL, 8
2+2W+rfi-pos.litmus, PASS, 10
W+RR+WW+WR.litmus, FAIL, 9
R+po+po-po.litmus, FAIL, 9
WW+RR+WR+WR+po+po+po+mfence.litmus, FAIL, 9
