benchmark, result, time
4.SB+po+rfi-po+rfi-po+rfi-po.litmus, FAIL, 9
W+RR+WR+WR+po+rfi-po+po.litmus, FAIL, 8
x86-2+2W.litmus, PASS, 8
WW+RR+WR+WR+po+po+po+rfi-po.litmus, FAIL, 8
4.SB+mfence+rfi-po+mfence+rfi-po.litmus, FAIL, 9
R+po+mfence-fri-po.litmus, PASS, 9
SB+po+rfi-po.litmus, FAIL, 8
SB+mfence+po-rfi-po.litmus, FAIL, 8
W+RW+WR+WR+po+mfence+rfi-po.litmus, FAIL, 8
WW+WW+RW+WR+po+po+po+mfence.litmus, FAIL, 9
WW+RW+WW+RW.litmus, FAIL, 9
WW+WW+WR+WR+po+po+rfi-po+po.litmus, FAIL, 9
3.SB+mfence+rfi-po+po.litmus, FAIL, 8
MP+po+pos-fri-po.litmus, PASS, 8
rwc.2.litmus, FAIL, 8
m55ii.litmus, FAIL, 8
3.SB+mfence+mfence+po.litmus, FAIL, 7
R+po+mfence-fri-mfence.litmus, PASS, 8
WW+WW+WR+WR+po+po+mfence+po.litmus, FAIL, 8
WW+po-rfi-po.litmus, PASS, 7
R+po+rfi-po.litmus, FAIL, 8
amd3bis.litmus, FAIL, 8
R+po+po-mfence.litmus, PASS, 8
WW+WR+WR+WR+po+rfi-po+rfi-po+po.litmus, FAIL, 9
WW+WR+WR+WR+po+rfi-po+mfence+po.litmus, FAIL, 10
2+2W+po-rmws.litmus, FAIL, 10
MP+po+fri-mfence-pos.litmus, PASS, 8
4.SB+mfence+po+rfi-po+rfi-po.litmus, FAIL, 8
RR+WR+rmw-mfence+mfence.litmus, FAIL, 9
R+po+po-po-pos001.litmus, FAIL, 8
m14i.litmus, FAIL, 8
iriw.litmus, FAIL, 8
W+RR+WW+WW.litmus, FAIL, 9
W+RW+RW+WR+po+po+rfi-po.litmus, FAIL, 10
W+RWC+po+po+rfi-po.litmus, FAIL, 8
W+RR+WW+WR+po+po+mfence.litmus, FAIL, 9
WW+RW+WR+WR+po+po+po+mfence.litmus, FAIL, 9
R+po+po-po-po001.litmus, FAIL, 8
WW+WR+WR+WR+po+mfence+po+rfi-po.litmus, FAIL, 9
4.SB+mfence+rfi-po+rfi-po+rfi-po.litmus, FAIL, 8
4.2W.litmus, FAIL, 10
WW+WW+WW+RW.litmus, FAIL, 9
MP+po+po-po-po003.litmus, PASS, 8
S.litmus, FAIL, 8
fwd.litmus, FAIL, 7
Z6.0.litmus, FAIL, 8
MP.litmus, FAIL, 7
x86-m4s.litmus, FAIL, 8
WRW+WR.litmus, FAIL, 8
W+RW+WR+WR+po+rfi-po+rfi-po.litmus, FAIL, 9
n4.litmus, FAIL, 8
m45.litmus, FAIL, 8
X005.litmus, FAIL, 7
R+po+po-pos-po.litmus, FAIL, 7
WW+WR+WR+WR+po+rfi-po+rfi-po+mfence.litmus, FAIL, 10
R+mfence-rmw+mfence.litmus, FAIL, 10
Z6.4+po+rfi-po+mfence.litmus, FAIL, 9
iwp2.2-amd2.litmus, FAIL, 8
WW+WR+WR+WR+po+mfence+mfence+rfi-po.litmus, FAIL, 8
WW+RW+WW+WR+po+po+po+mfence.litmus, FAIL, 8
rwc.litmus, FAIL, 7
WW+WW+WR+WR+po+po+rfi-po+rfi-po.litmus, FAIL, 10
amd10.litmus, PASS, 8
MP+po+po-wsi-po.litmus, PASS, 8
3.2W.litmus, FAIL, 9
R+rfi-po+po-rfi.litmus, PASS, 8
RR+RW+po+rmw-po.litmus, FAIL, 8
R+po+mfence-fri-rfi.litmus, PASS, 8
MP+po+po-fri-mfence.litmus, PASS, 8
R+po+po-mfence-po.litmus, PASS, 9
frmap2.litmus, FAIL, 8
R+po+po-pos-pos.litmus, FAIL, 8
3.SB+po+rfi-po+rfi-po.litmus, FAIL, 8
MP+po+po-rfi-pos.litmus, PASS, 8
W+RW+WW+WR+po+po+mfence.litmus, FAIL, 8
WW+RW+WR+WR+po+po+mfence+rfi-po.litmus, FAIL, 8
SB+mfences.litmus, PASS, 8
3.SB+rfi-pos.litmus, FAIL, 7
3.SB+mfence+po+po.litmus, FAIL, 8
W+RW+WW+WW.litmus, FAIL, 10
m13.litmus, FAIL, 8
MP+po+fri-po-pos.litmus, PASS, 8
amd3.litmus, FAIL, 8
Z6.0+po+po+rfi-po.litmus, FAIL, 9
Z6.4+po+mfence+mfence.litmus, FAIL, 8
m33f.litmus, FAIL, 8
MP+po+po-rfi-po.litmus, PASS, 8
WW+WR+WR+WR+po+rfi-po+mfence+mfence.litmus, FAIL, 10
WW+WR+WR+WR+po+mfence+rfi-po+rfi-po.litmus, FAIL, 8
R+po+po-po-rfi.litmus, PASS, 8
W+RW+RW+RW.litmus, FAIL, 9
m24.litmus, FAIL, 8
WW+WW+RR+WR+po+po+po+mfence.litmus, FAIL, 10
W+RW+WR+WR+po+mfence+po.litmus, FAIL, 8
WW+RR+WW+RW.litmus, FAIL, 9
R+po+po-wsi-mfence.litmus, PASS, 9
SB+po-rfi+po-rfi-po.litmus, FAIL, 8
W+RW+WR+WR+po+rfi-po+po.litmus, FAIL, 8
4.SB+mfence+mfence+rfi-po+po.litmus, FAIL, 8
WW+RR+WW+WR+po+po+po+rfi-po.litmus, FAIL, 11
WW+WW+WR+WR+po+po+mfence+rfi-po.litmus, FAIL, 8
4.SB+mfence+mfence+mfence+po.litmus, FAIL, 8
R+mfence-rmw+po.litmus, FAIL, 8
m14f.litmus, FAIL, 8
iwp2.7-amd7.litmus, FAIL, 9
R+po-rmw+rfi-po.litmus, FAIL, 10
intel.n4.litmus, FAIL, 8
W+RR+WR+WW.litmus, FAIL, 8
iwp2.4-amd9.litmus, FAIL, 8
MP+po+po-po-po.litmus, PASS, 8
Z6.2.litmus, FAIL, 9
3.SB+mfences.litmus, FAIL, 8
IRIWX.litmus, PASS, 8
MP+po+po-po-po001.litmus, PASS, 8
iwp2.5-amd8.litmus, FAIL, 8
WW+RW+WR+WR+po+po+rfi-po+rfi-po.litmus, FAIL, 9
Z6.4+po+rfi-po+po.litmus, FAIL, 8
R+po-rfi-pos.litmus, FAIL, 9
Z6.4+po+mfence+po.litmus, FAIL, 8
R+po+po-po-po003.litmus, FAIL, 8
4.SB+mfence+rfi-po+po+rfi-po.litmus, FAIL, 8
SB+rfi-pos.litmus, FAIL, 7
MP+po+po-po-po002.litmus, PASS, 9
WRW+2W.litmus, FAIL, 9
ISA2.litmus, FAIL, 8
RW+WR+rmw-po+mfence.litmus, FAIL, 8
R.litmus, FAIL, 8
n4b.litmus, FAIL, 8
W+RW+RR+WR+po+po+rfi-po.litmus, FAIL, 8
2+2W+mfence-rmw+po-rmw.litmus, FAIL, 11
R+po+rfi-pos-po.litmus, FAIL, 8
W+RW+RW+WR.litmus, FAIL, 8
W+RR+WR+WR+po+rfi-po+rfi-po.litmus, FAIL, 8
W+RR+WR+WR+po+po+mfence.litmus, FAIL, 8
WW+WW+WR+WR+po+po+po+mfence.litmus, FAIL, 8
SB+mfence+po-rfi.litmus, PASS, 8
RR+RR+rmw-mfences.litmus, FAIL, 8
