benchmark, result, time
m12.litmus, FAIL, 56
RR+RW+po+rmw-po.litmus, FAIL, 57
m44if.litmus, FAIL, 62
WRW+WR+po+rfi-po.litmus, FAIL, 64
LB.litmus, FAIL, 51
4.SB+mfence+mfence+po+po.litmus, FAIL, 64
3.SB.litmus, FAIL, 54
MP+po+pos-fri-po.litmus, PASS, 70
LB+po-rmws.litmus, FAIL, 55
iriw.litmus, FAIL, 66
WW+WR+WR+WR+po+rfi-po+po+mfence.litmus, FAIL, 72
X006.litmus, FAIL, 38
W+RW+WR+WR+po+rfi-po+rfi-po.litmus, FAIL, 82
m14f.litmus, FAIL, 50
R+po+po-po.litmus, FAIL, 40
LB+rmw-pos.litmus, FAIL, 67
R+po+po-po-po.litmus, FAIL, 41
2+2W+mfence-rmws.litmus, FAIL, 60
WW+WR+WR+WR+po+po+mfence+mfence.litmus, FAIL, 59
podrw000.litmus, FAIL, 36
pso.litmus, PASS, 108
MP+po+po-mfence-pos.litmus, PASS, 52
Z6.4+po+mfence+mfence.litmus, FAIL, 55
R+po+mfence-fri-rfi.litmus, PASS, 58
m44ii.litmus, FAIL, 40
W+RW+WW+WR+po+po+mfence.litmus, FAIL, 60
MP+po+fri-mfence-pos.litmus, PASS, 53
MP+po-rmw+rmw-po.litmus, FAIL, 59
R+po-rmw+po.litmus, FAIL, 55
RR+RR+rmw-mfences.litmus, FAIL, 48
WW+WW+RW+WR+po+po+po+mfence.litmus, FAIL, 60
iwp2.8.a.litmus, FAIL, 47
frmap2.litmus, FAIL, 41
S+mfence-rmw+po.litmus, FAIL, 57
Z6.0+po+po+rfi-po.litmus, FAIL, 65
WW+WR+WR+WR+po+mfence+rfi-po+mfence.litmus, FAIL, 77
WRW+WR.litmus, FAIL, 50
WW+WR+WR+WR+po+po+po+rfi-po.litmus, FAIL, 63
intel.iriw.litmus, FAIL, 61
Z6.4+po+mfence+po.litmus, FAIL, 62
MP+po+pos-po-mfence.litmus, PASS, 54
SB+po-rfis.litmus, PASS, 59
4.SB+mfence+rfi-po+rfi-po+po.litmus, FAIL, 65
Z6.4+po+rfi-po+po.litmus, FAIL, 62
W+RR+WW+WR+po+po+mfence.litmus, FAIL, 62
MP+po+po-rfi-po.litmus, PASS, 50
MP+po+po-po001.litmus, PASS, 48
RR+WR+rmw-po+mfence.litmus, FAIL, 47
test.intel.1.litmus, FAIL, 43
SB+mfence+po.litmus, FAIL, 43
WW+WR+WR+WR+po+rfi-po+rfi-po+rfi-po.litmus, FAIL, 78
MP+po+fri-po.litmus, PASS, 51
WW+WR+WW+WR.litmus, FAIL, 59
CoRWR.litmus, PASS, 33
R+po+po-mfence-po.litmus, PASS, 48
W+RR+WR+WW+po+mfence+po.litmus, FAIL, 61
3.SB+mfence+po+rfi-po.litmus, FAIL, 52
test.debug.2.litmus, FAIL, 43
m34.litmus, FAIL, 40
WW+WR+WW+WR+po+mfence+po+mfence.litmus, FAIL, 64
WW+RW+WR+WR+po+po+rfi-po+rfi-po.litmus, FAIL, 77
R+po+mfence.litmus, PASS, 44
Z6.5.litmus, FAIL, 54
R+po+mfence-fri-mfence.litmus, PASS, 52
WW+WR+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 65
intel.n5.litmus, FAIL, 49
WW+RR+WR+WR+po+po+rfi-po+po.litmus, FAIL, 63
SB.litmus, FAIL, 36
R+po+po-mfence-pos.litmus, PASS, 53
R+po+mfence-po-po001.litmus, PASS, 49
X004.litmus, FAIL, 36
4.SB+mfence+mfence+po+rfi-po.litmus, FAIL, 60
WW+WR+WR+WR+po+rfi-po+mfence+rfi-po.litmus, FAIL, 87
4.SB+po+rfi-po+po+po.litmus, FAIL, 77
MP+po+po-po-rfi001.litmus, PASS, 63
WRR+2W.litmus, FAIL, 67
IRRWIW.litmus, FAIL, 72
Z6.0+po+po+mfence.litmus, FAIL, 59
4.SB+mfence+po+rfi-po+rfi-po.litmus, FAIL, 66
IRWIW.litmus, FAIL, 73
WW+RW+RW+RR.litmus, FAIL, 90
nofence.litmus, PASS, 84
R+po+po-rfi-po.litmus, FAIL, 62
n7.litmus, FAIL, 98
m45iif.litmus, FAIL, 75
2+2W+mfence-rmw+po-rmw.litmus, FAIL, 73
2+2W+rfi-pos.litmus, PASS, 75
4.SB+mfences.litmus, FAIL, 66
R+mfence-po+po-rfi.litmus, PASS, 56
WW+WW+RW+WR.litmus, FAIL, 67
iwp2.3.b.litmus, FAIL, 48
IRIWX.litmus, PASS, 61
WW+WR+WR+WR.litmus, FAIL, 62
WW+WR+WR+WR+po+rfi-po+rfi-po+mfence.litmus, FAIL, 128
W+RW+RW+WR+po+po+mfence.litmus, FAIL, 68
m15.litmus, FAIL, 55
MP.litmus, FAIL, 48
m14i.litmus, FAIL, 39
Z6.2.litmus, FAIL, 55
3.SB+mfence+mfence+rfi-po.litmus, FAIL, 66
2+2W+rfi-po+po-rfi-po.litmus, PASS, 55
m14.litmus, FAIL, 41
MP+po+fri-po-rfi.litmus, PASS, 58
WW+RR+WW+WR.litmus, FAIL, 67
WW+WR+WW+WR+po+mfence+po+po.litmus, FAIL, 61
WW+WW+WW+WR.litmus, FAIL, 66
MP+po+rmw-mfence.litmus, FAIL, 52
WW+WR+WR+WR+po+mfence+po+rfi-po.litmus, FAIL, 62
R+rfi-po+mfence.litmus, PASS, 49
WW+RW+WW+WR.litmus, FAIL, 62
Z6.3.litmus, FAIL, 55
WW+WR+WW+WR+po+mfence+po+rfi-po.litmus, FAIL, 78
WW+RR+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 66
WW+RW+WW+RW.litmus, FAIL, 71
W+RW+RW+WR+po+po+rfi-po.litmus, FAIL, 79
3.SB+mfence+po+po.litmus, FAIL, 55
SB+mfence+po-rfi-po.litmus, FAIL, 44
SB+mfence+po-rfi.litmus, PASS, 58
RR+RW+rmw-mfence+rmw-po.litmus, FAIL, 60
iwp2.4-amd9.litmus, FAIL, 42
WRC.litmus, FAIL, 53
R.litmus, FAIL, 38
R+mfence-rmw+rfi-po.litmus, FAIL, 61
Z6.4.litmus, FAIL, 52
WW+WR+WR+WR+po+mfence+mfence+mfence.litmus, FAIL, 61
4.2W.litmus, FAIL, 63
R+po+mfence-po-mfence.litmus, PASS, 51
WW+RW+RW+WR.litmus, FAIL, 67
n1.litmus, FAIL, 56
amd3bis.litmus, FAIL, 55
WW+RR+WR+WR+po+po+mfence+po.litmus, FAIL, 72
RW+WR+rmw-po+po.litmus, FAIL, 59
R+po+po-po-po001.litmus, FAIL, 42
WW+WW+RR+WR+po+po+po+mfence.litmus, FAIL, 69
WW+RW+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 79
WRW+2W.litmus, FAIL, 62
LB+po+po-rmw.litmus, FAIL, 56
SB+rfi-po+po-rfi-po.litmus, FAIL, 42
R+po+mfence-pos-pos.litmus, PASS, 59
MP+po+pos-fri-mfence.litmus, PASS, 58
W+RW+WR+WR+po+mfence+po.litmus, FAIL, 59
WW+WR+WR+WR+po+po+mfence+po.litmus, FAIL, 62
R+po+mfence-fri-po.litmus, PASS, 49
MP+po+po-po-po002.litmus, PASS, 50
WW+WW+WR+WR.litmus, FAIL, 63
MP+po+pos-pos-po.litmus, PASS, 55
MP+po+pos-po-po.litmus, PASS, 52
R+po+rfi-po-po001.litmus, FAIL, 46
RR+RR+rmw-mfence+rmw-po.litmus, FAIL, 50
WW+RW+RW+WR+po+po+po+mfence.litmus, FAIL, 62
WW+WW+WW+WR+po+po+po+mfence.litmus, FAIL, 63
W+RW+WR+WR+po+rfi-po+po.litmus, FAIL, 68
S+po-rmw+po.litmus, FAIL, 49
WW+WR+WR+WR+po+rfi-po+po+po.litmus, FAIL, 70
RR+WR+rmw-po+rfi-po.litmus, FAIL, 47
RR+WR+rmw-mfence+po.litmus, FAIL, 49
intel.n7.litmus, FAIL, 41
W+RR+WW+RW.litmus, FAIL, 65
W+RR+WR+WR+po+rfi-po+mfence.litmus, FAIL, 60
SB+po-rfi-pos.litmus, FAIL, 42
R+po+po-po-mfence001.litmus, PASS, 50
m33f.litmus, FAIL, 47
WW+WR+WR+WR+po+mfence+rfi-po+po.litmus, FAIL, 62
intel.3.1.litmus, FAIL, 36
W+RR+WR+WR+po+mfence+mfence.litmus, FAIL, 60
WW+WR+WR+WR+po+po+rfi-po+rfi-po.litmus, FAIL, 73
x86-2+2W.litmus, PASS, 50
MP+po+po-mfence.litmus, PASS, 57
amd10.litmus, PASS, 54
